1323,3453045870
1324,3447808708
1325,3442559307
1326,3437297716
1327,3432023985
1328,3426738163
1329,3421440301
1330,3416130447
1331,3410808653
1332,3405474967
1333,3400129441
1334,3394772125
1335,3389403069
1336,3384022323
1337,3378629938
1338,3373225966
1339,3367810456
1340,3362383460
1341,3356945029
1342,3351495214
1343,3346034067
1344,3340561638
1345,3335077980
1346,3329583143
1347,3324077180
1348,3318560143
1349,3313032083
1350,3307493052
1351,3301943103
1352,3296382288
1353,3290810659
1354,3285228268
1355,3279635169
1356,3274031413
1357,3268417054
1358,3262792144
1359,3257156736
1360,3251510884
1361,3245854640
1362,3240188058
1363,3234511191
1364,3228824093
1365,3223126816
1366,3217419415
1367,3211701944
1368,3205974455
1369,3200237004
1370,3194489644
1371,3188732429
1372,3182965413
1373,3177188651
1374,3171402197
1375,3165606106
1376,3159800432
1377,3153985229
1378,3148160553
1379,3142326457
1380,3136482999
1381,3130630231
1382,3124768209
1383,3118896989
1384,3113016626
1385,3107127175
1386,3101228691
1387,3095321230
1388,3089404848
1389,3083479599
1390,3077545542
1391,3071602729
1392,3065651219
1393,3059691067
1394,3053722328
1395,3047745060
1396,3041759318
1397,3035765159
1398,3029762639
1399,3023751815
1400,3017732743
1401,3011705480
1402,3005670082
1403,2999626607
1404,2993575111
1405,2987515651
1406,2981448285
1407,2975373069
1408,2969290061
1409,2963199317
1410,2957100896
1411,2950994854
1412,2944881250
1413,2938760140
1414,2932631582
1415,2926495634
1416,2920352353
1417,2914201799
1418,2908044027
1419,2901879097
1420,2895707066
1421,2889527993
1422,2883341935
1423,2877148951
1424,2870949099
1425,2864742437
1426,2858529025
1427,2852308920
1428,2846082180
1429,2839848866
1430,2833609034
1431,2827362745
1432,2821110056
1433,2814851026
1434,2808585716
1435,2802314182
1436,2796036485
1437,2789752684
1438,2783462837
1439,2777167005
1440,2770865245
1441,2764557618
1442,2758244183
1443,2751924999
1444,2745600126
1445,2739269623
1446,2732933550
1447,2726591967
1448,2720244933
1449,2713892508
1450,2707534751
1451,2701171723
1452,2694803484
1453,2688430093
1454,2682051610
1455,2675668096
1456,2669279611
1457,2662886214
1458,2656487966
1459,2650084927
1460,2643677157
1461,2637264717
1462,2630847667
1463,2624426067
1464,2617999978
1465,2611569460
1466,2605134575
1467,2598695381
1468,2592251941
1469,2585804315
1470,2579352562
1471,2572896745
1472,2566436924
1473,2559973159
1474,2553505512
1475,2547034043
1476,2540558814
1477,2534079885
1478,2527597316
1479,2521111171
1480,2514621508
1481,2508128390
1482,2501631877
1483,2495132031
1484,2488628913
1485,2482122583
1486,2475613104
1487,2469100537
1488,2462584942
1489,2456066381
1490,2449544916
1491,2443020608
1492,2436493518
1493,2429963708
1494,2423431239
1495,2416896173
1496,2410358571
1497,2403818494
1498,2397276005
1499,2390731165
1500,2384184035
1501,2377634678
1502,2371083154
1503,2364529525
1504,2357973854
1505,2351416201
1506,2344856629
1507,2338295199
1508,2331731973
1509,2325167013
1510,2318600380
1511,2312032137
1512,2305462345
1513,2298891066
1514,2292318362
1515,2285744295
1516,2279168926
1517,2272592318
1518,2266014532
1519,2259435631
1520,2252855676
1521,2246274729
1522,2239692852
1523,2233110107
1524,2226526557
1525,2219942262
1526,2213357286
1527,2206771689
1528,2200185534
1529,2193598884
1530,2187011799
1531,2180424342
1532,2173836575
1533,2167248560
1534,2160660359
1535,2154072034
1536,2147483648
1537,2140895261
1538,2134306936
1539,2127718735
1540,2121130720
1541,2114542953
1542,2107955496
1543,2101368411
1544,2094781761
1545,2088195606
1546,2081610009
1547,2075025033
1548,2068440738
1549,2061857188
1550,2055274443
1551,2048692566
1552,2042111619
1553,2035531664
1554,2028952763
1555,2022374977
1556,2015798369
1557,2009223000
1558,2002648933
1559,1996076229
1560,1989504950
1561,1982935158
1562,1976366915
1563,1969800282
1564,1963235322
1565,1956672096
1566,1950110666
1567,1943551094
1568,1936993441
1569,1930437770
1570,1923884141
1571,1917332617
1572,1910783260
1573,1904236130
1574,1897691290
1575,1891148801
1576,1884608724
1577,1878071122
1578,1871536056
1579,1865003587
1580,1858473777
1581,1851946687
1582,1845422379
1583,1838900914
1584,1832382353
1585,1825866758
1586,1819354191
1587,1812844712
1588,1806338382
1589,1799835264
1590,1793335418
1591,1786838905
1592,1780345787
1593,1773856124
1594,1767369979
1595,1760887410
1596,1754408481
1597,1747933252
1598,1741461783
1599,1734994136
1600,1728530371
1601,1722070550
1602,1715614733
1603,1709162980
1604,1702715354
1605,1696271914
1606,1689832720
1607,1683397835
1608,1676967317
1609,1670541228
1610,1664119628
1611,1657702578
1612,1651290138
1613,1644882368
1614,1638479329
1615,1632081081
1616,1625687684
1617,1619299199
1618,1612915685
1619,1606537202
1620,1600163811
1621,1593795572
1622,1587432544
1623,1581074787
1624,1574722362
1625,1568375328
1626,1562033745
1627,1555697672
1628,1549367169
1629,1543042296
1630,1536723112
1631,1530409677
1632,1524102050
1633,1517800290
1634,1511504458
1635,1505214611
1636,1498930810
1637,1492653113
1638,1486381579
1639,1480116269
1640,1473857239
1641,1467604550
1642,1461358261
1643,1455118429
1644,1448885115
1645,1442658375
1646,1436438270
1647,1430224858
1648,1424018196
1649,1417818344
1650,1411625360
1651,1405439302
1652,1399260229
1653,1393088198
1654,1386923268
1655,1380765496
1656,1374614942
1657,1368471661
1658,1362335713
1659,1356207155
1660,1350086045
1661,1343972441
1662,1337866399
1663,1331767978
1664,1325677234
1665,1319594226
1666,1313519010
1667,1307451644
1668,1301392184
1669,1295340688
1670,1289297213
1671,1283261815
1672,1277234552
1673,1271215480
1674,1265204656
1675,1259202136
1676,1253207977
1677,1247222235
1678,1241244967
1679,1235276228
1680,1229316076
1681,1223364566
1682,1217421753
1683,1211487696
1684,1205562447
1685,1199646065
1686,1193738604
1687,1187840120
1688,1181950669
1689,1176070306
1690,1170199086
1691,1164337064
1692,1158484296
1693,1152640838
1694,1146806742
1695,1140982066
1696,1135166863
1697,1129361189
1698,1123565098
1699,1117778644
1700,1112001882
1701,1106234866
1702,1100477651
1703,1094730291
1704,1088992840
1705,1083265351
1706,1077547880
1707,1071840479
1708,1066143202
1709,1060456104
1710,1054779237
1711,1049112655
1712,1043456411
1713,1037810559
1714,1032175151
1715,1026550241
1716,1020935882
1717,1015332126
1718,1009739027
1719,1004156636
1720,998585007
1721,993024192
1722,987474243
1723,981935212
1724,976407152
1725,970890115
1726,965384152
1727,959889315
1728,954405657
1729,948933228
1730,943472081
1731,938022266
1732,932583835
1733,927156839
1734,921741329
1735,916337357
1736,910944972
1737,905564226
1738,900195170
1739,894837854
1740,889492328
1741,884158642
1742,878836848
1743,873526994
1744,868229132
1745,862943310
1746,857669579
1747,852407988
1748,847158587
1749,841921425
1750,836696552
1751,831484016
1752,826283867
1753,821096153
1754,815920924
1755,810758229
1756,805608114
1757,800470631
1758,795345825
1759,790233747
1760,785134443
1761,780047963
1762,774974353
1763,769913662
1764,764865937
1765,759831226
1766,754809576
1767,749801034
1768,744805648
1769,739823464
1770,734854530
1771,729898892
1772,724956597
1773,720027691
1774,715112221
1775,710210233
1776,705321773
1777,700446888
1778,695585622
1779,690738022
1780,685904134
1781,681084003
1782,676277673
1783,671485192
1784,666706603
1785,661941952
1786,657191283
1787,652454642
1788,647732072
1789,643023618
1790,638329325
1791,633649237
1792,628983398
1793,624331851
1794,619694640
1795,615071810
1796,610463404
1797,605869464
1798,601290035
1799,596725159
1800,592174880
1801,587639239
1802,583118281
1803,578612047
1804,574120579
1805,569643921
1806,565182114
1807,560735201
1808,556303222
1809,551886220
1810,547484236
1811,543097313
1812,538725490
1813,534368810
1814,530027313
1815,525701040
1816,521390032
1817,517094329
1818,512813972
1819,508549001
1820,504299457
1821,500065378
1822,495846806
1823,491643780
1824,487456339
1825,483284523
1826,479128371
1827,474987922
1828,470863216
1829,466754290
1830,462661184
1831,458583936
1832,454522585
1833,450477169
1834,446447725
1835,442434293
1836,438436908
1837,434455610
1838,430490436
1839,426541423
1840,422608608
1841,418692028
1842,414791720
1843,410907721
1844,407040067
1845,403188795
1846,399353941
1847,395535540
1848,391733630
1849,387948246
1850,384179423
1851,380427197
1852,376691603
1853,372972677
1854,369270453
1855,365584966
1856,361916251
1857,358264343
1858,354629275
1859,351011083
1860,347409799
1861,343825458
1862,340258095
1863,336707741
1864,333174431
1865,329658198
1866,326159075
1867,322677096
1868,319212292
1869,315764696
1870,312334341
1871,308921260
1872,305525483
1873,302147044
1874,298785974
1875,295442304
1876,292116067
1877,288807293
1878,285516013
1879,282242259
1880,278986062
1881,275747451
1882,272526458
1883,269323113
1884,266137446
1885,262969486
1886,259819265
1887,256686811
1888,253572153
1889,250475322
1890,247396347
1891,244335256
1892,241292077
1893,238266841
1894,235259575
1895,232270307
1896,229299067
1897,226345881
1898,223410777
1899,220493783
1900,217594928
1901,214714236
1902,211851737
1903,209007457
1904,206181423
1905,203373660
1906,200584197
1907,197813058
1908,195060271
1909,192325860
1910,189609852
1911,186912272
1912,184233146
1913,181572499
1914,178930356
1915,176306741
1916,173701680
1917,171115197
1918,168547317
1919,165998062
1920,163467459
1921,160955529
1922,158462298
1923,155987788
1924,153532023
1925,151095025
1926,148676818
1927,146277425
1928,143896868
1929,141535170
1930,139192352
1931,136868437
1932,134563447
1933,132277403
1934,130010327
1935,127762240
1936,125533164
1937,123323119
1938,121132126
1939,118960206
1940,116807379
1941,114673665
1942,112559086
1943,110463659
1944,108387406
